,text,label
0,"** Reviewed and updated for the 2020-2021 financial year** This is the only money guide you'll ever need That's a bold claim, given there are already thousands of finance books on the shelves. So what makes this one different? Well, you won't be overwhelmed with a bunch of 'tips' ... or a strict budget (that youwon't follow). You'll get a step-by-step formula: open this account, then do this; call this person, and say this; invest money here, and not there. All with a glass of wine in your hand. This book will show you how to create an entire financial plan that is so simple you can sketch it on the back of a serviette ... and you'll be able to manage your money in 10 minutes a week. You'll also get the skinny on: Saving up a six-figure house deposit in 20 months Doubling your income using the 'Trapeze Strategy' Saving $78,173 on your mortgage and wiping out 7 years of payments Finding a financial advisor who won't rip you off Handing your kids (or grandkids) a $140,000 cheque on their 21st birthday Why you don't need $1 million to retire ... with the 'Donald Bradman Retirement Strategy' Sound too good to be true? It's not. This book is full of stories from everyday Aussies — single people, young families, empty nesters, retirees — who have applied the simple steps in this book and achieved amazing, life-changing results. And you're next.",Business-Finance-Law
1,"Do you feel stuck in life, not knowing how to make it more successful? Do you wish to become more popular? Are you craving to earn more? Do you wish to expand your horizon, earn new clients and win people over with your ideas? How to Win Friends and Influence People is a well-researched and comprehensive guide that will help you through these everyday problems and make success look easier. You can learn to expand your social circle, polish your skill set, find ways to put forward your thoughts more clearly, and build mental strength to counter all hurdles that you may come across on the path to success. Having helped millions of readers from the world over achieve their goals, the clearly listed techniques and principles will be the answers to all your questions.",Business-Finance-Law
2,"NEW YORK TIMES BESTSELLER The guru to the gurus at last shares his knowledge with the rest of us. Nobel laureate Daniel Kahneman's seminal studies in behavioral psychology, behavioral economics, and happiness studies have influenced numerous other authors, including Steven Pinker and Malcolm Gladwell. In Thinking, Fast and Slow, Kahneman at last offers his own, first book for the general public. It is a lucid and enlightening summary of his life's work. It will change the way you think about thinking. Two systems drive the way we think and make choices, Kahneman explains: System One is fast, intuitive, and emotional; System Two is slower, more deliberative, and more logical. Examining how both systems function within the mind, Kahneman exposes the extraordinary capabilities as well as the biases of fast thinking and the pervasive influence of intuitive impressions on our thoughts and our choices. Engaging the reader in a lively conversation about how we think, he shows where we can trust our intuitions and how we can tap into the benefits of slow thinking, contrasting the two-system view of the mind with the standard model of the rational economic agent. Kahneman's singularly influential work has transformed cognitive psychology and launched the new fields of behavioral economics and happiness studies. In this path-breaking book, Kahneman shows how the mind works, and offers practical and enlightening insights into how choices are made in both our business and personal lives--and how we can guard against the mental glitches that often get us into trouble.",Business-Finance-Law
3,"The inspiring, life-changing bestseller by the author of LEADERS EAT LAST and TOGETHER IS BETTER. In 2009, Simon Sinek started a movement to help people become more inspired at work, and in turn inspire their colleagues and customers. Since then, millions have been touched by the power of his ideas, including more than 28 million who’ve watched his TED Talk based on START WITH WHY -- the third most popular TED video of all time. Sinek starts with a fundamental question: Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their success over and over? People like Martin Luther King Jr., Steve Jobs, and the Wright Brothers had little in common, but they all started with WHY. They realized that people won't truly buy into a product, service, movement, or idea until they understand the WHY behind it. START WITH WHY shows that the leaders who've had the greatest influence in the world all think, act, and communicate the same way -- and it's the opposite of what everyone else does. Sinek calls this powerful idea The Golden Circle, and it provides a framework upon which organizations can be built, movements can be led, and people can be inspired. And it all starts with WHY.",Business-Finance-Law
4,"Over 16 million copies sold worldwide 'Every human being should read this book' Simon Sinek One of the outstanding classics to emerge from the Holocaust, Man's Search for Meaning is Viktor Frankl's story of his struggle for survival in Auschwitz and other Nazi concentration camps. Today, this remarkable tribute to hope offers us an avenue to finding greater meaning and purpose in our own lives.",Business-Finance-Law
5,"Researcher and thought leader Dr. Brené Brown offers a powerful new vision in Daring Greatly that encourages us to embrace vulnerability and imperfection, to live wholeheartedly and courageously. 'It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; . . . who at best knows in the end the triumph of high achievement, and who at worst, if he fails, at least fails while daring greatly' -Theodore Roosevelt Every time we are introduced to someone new, try to be creative, or start a difficult conversation, we take a risk. We feel uncertain and exposed. We feel vulnerable. Most of us try to fight those feelings - we strive to appear perfect. Challenging everything we think we know about vulnerability, Dr. Brené Brown dispels the widely accepted myth that it's a weakness. She argues that vulnerability is in fact a strength, and when we shut ourselves off from revealing our true selves we grow distanced from the things that bring purpose and meaning to our lives. Daring Greatly is the culmination of 12 years of groundbreaking social research, across the home, relationships, work, and parenting. It is an invitation to be courageous; to show up and let ourselves be seen, even when there are no guarantees. This is vulnerability. This is daring greatly. 'Brilliantly insightful. I can't stop thinking about this book' -Gretchen Rubin Brené Brown, Ph.D., LMSW is a #1 New York Times bestselling author and a research professor at the University of Houston Graduate College of Social Work. Her groundbreaking work was featured on Oprah Winfrey's Super Soul Sunday, NPR, and CNN. Her TED talk is one of the most watched TED talks of all time. Brené is also the author of The Gifts of Imperfection and I Thought It Was Just Me (but it isn't).",Business-Finance-Law
6,"More than one million hardcovers sold Now available for the first time in paperback! The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions The greatest investment advisor of the twentieth century, Benjamin Graham taught and inspired people worldwide. Graham's philosophy of ""value investing"" -- which shields investors from substantial error and teaches them to develop long-term strategies -- has made The Intelligent Investor the stock market bible ever since its original publication in 1949. Over the years, market developments have proven the wisdom of Graham's strategies. While preserving the integrity of Graham's original text, this revised edition includes updated commentary by noted financial journalist Jason Zweig, whose perspective incorporates the realities of today's market, draws parallels between Graham's examples and today's financial headlines, and gives readers a more thorough understanding of how to apply Graham's principles. Vital and indispensable, this HarperBusiness Essentials edition of The Intelligent Investor is the most important book you will ever read on how to reach your financial goals.",Business-Finance-Law
7,"#1 NEW YORK TIMES BESTSELLER • Brené Brown has taught us what it means to dare greatly, rise strong, and brave the wilderness. Now, based on new research conducted with leaders, change makers, and culture shifters, she’s showing us how to put those ideas into practice so we can step up and lead. Look for Brené Brown’s new podcast, Dare to Lead, as well as her ongoing podcast Unlocking Us! NAMED ONE OF THE BEST BOOKS OF THE YEAR BY BLOOMBERG Leadership is not about titles, status, and wielding power. A leader is anyone who takes responsibility for recognizing the potential in people and ideas, and has the courage to develop that potential. When we dare to lead, we don’t pretend to have the right answers; we stay curious and ask the right questions. We don’t see power as finite and hoard it; we know that power becomes infinite when we share it with others. We don’t avoid difficult conversations and situations; we lean into vulnerability when it’s necessary to do good work. But daring leadership in a culture defined by scarcity, fear, and uncertainty requires skill-building around traits that are deeply and uniquely human. The irony is that we’re choosing not to invest in developing the hearts and minds of leaders at the exact same time as we’re scrambling to figure out what we have to offer that machines and AI can’t do better and faster. What can we do better? Empathy, connection, and courage, to start. Four-time #1 New York Times bestselling author Brené Brown has spent the past two decades studying the emotions and experiences that give meaning to our lives, and the past seven years working with transformative leaders and teams spanning the globe. She found that leaders in organizations ranging from small entrepreneurial startups and family-owned businesses to nonprofits, civic organizations, and Fortune 50 companies all ask the same question: How do you cultivate braver, more daring leaders, and how do you embed the value of courage in your culture? In this new book, Brown uses research, stories, and examples to answer these questions in the no-BS style that millions of readers have come to expect and love. Brown writes, “One of the most important findings of my career is that daring leadership is a collection of four skill sets that are 100 percent teachable, observable, and measurable. It’s learning and unlearning that requires brave work, tough conversations, and showing up with your whole heart. Easy? No. Because choosing courage over comfort is not always our default. Worth it? Always. We want to be brave with our lives and our work. It’s why we’re here.” Whether you’ve read Daring Greatly and Rising Strong or you’re new to Brené Brown’s work, this book is for anyone who wants to step up and into brave leadership.",Business-Finance-Law
8,"World-renowned Stanford University psychologist Carol Dweck, in decades of research on achievement and success, has discovered a truly groundbreaking idea-the power of our mindset. Dweck explains why it's not just our abilities and talent that bring us success-but whether we approach them with a fixed or growth mindset. She makes clear why praising intelligence and ability doesn't foster self-esteem and lead to accomplishment, but may actually jeopardize success. With the right mindset, we can motivate our kids and help them to raise their grades, as well as reach our own goals-personal and professional. Dweck reveals what all great parents, teachers, CEOs, and athletes already know: how a simple idea about the brain can create a love of learning and a resilience that is the basis of great accomplishment in every area.",Business-Finance-Law
9,"Offers techniques and strategies for increasing income while cutting work time in half, and includes advice for leading a more fulfilling life.",Business-Finance-Law
